URL,TITLE,LOCATION,PRICE PER MONTH,AREA IN SQ METRE,NUMBER OF ROOMS,INTERIOR,DESCRIPTION,OFFERED SINCE,AVAILABILITY,SPECIFICATION,UPKEEP STATUS,VOLUME,TYPE,CONSTRUCTION TYPE,CONSTRUCTION YEAR,LOCATION TYPE,NUMBER OF BEDROOMS,NUMBER OF BATHROOMS,NUMBER OF FLOORS,DETAILS OF BALCONY,DETAILS OF GARDEN,DETAILS OF STORAGE,DESCRIPTION OF STORAGE,GARAGE,CONTACT DETAILS,TIMESTAMP
https://www.pararius.com/apartment-for-rent/rotterdam/1c93f2d6/pompenburg,Apartment Pompenburg 24,3032 EM (Oude Noorden),1950,100,3,Furnished,"FOR RENT: Furnished 3-room apartment at a top location in a quiet apartment complex with all city facilities within walking distance. The apartment also contains a private parking space in the parking garage. The apartment has a balcony and a storage room in the basement. Shops, supermarkets, restaurants, Erasmus University and entertainment are a short distance away. Very close to the highways and public transport (tram, metro and train station). The green area around the Kralingse Bos is within 10 minutes cycling distance.",03-08-2022,consultation,Specifics are not available,Good,260,Apartment,Existing building,1995,Location type is not available,2,1,1,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1c93f2d6/rotterdam/kolpa-van-der-hoek-makelaars/request-details,2022-08-10 21:32:17
https://www.pararius.com/apartment-for-rent/rotterdam/b3b1cf34/borgesiusstraat,Apartment Borgesiusstraat,3038 TE (Bergpolder),1250,84,2,Upholstered,BEAUTIFULLY RENOVATED 2/3 ROOM APARTMENT IN ROTTERDAM BLIJDORP:,03-08-2022,Not available to book,Specifics are not available,Upkeep is not available,227,Apartment,Existing building,1933,Location type is not available,1,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/b3b1cf34/rotterdam/rent-an-apartment-rotterdam/request-details,2022-08-10 21:32:20
https://www.pararius.com/apartment-for-rent/rotterdam/27ffd75e/noordmolenwerf,Apartment Noordmolenwerf,3011 DC (Stadsdriehoek),2295,120,4,Furnished,Be aware,03-08-2022,05-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,3,2,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/27ffd75e/rotterdam/riva-rentals/request-details,2022-08-10 21:32:21
https://www.pararius.com/apartment-for-rent/rotterdam/c58e6547/rockanjestraat,Apartment Rockanjestraat 13 C,3082 SM (Oud Charlois),1050,71,2,Upholstered,Beautiful upholstered apartment for rent in Rotterdam with 1 bedroom in the Oud Charlois district.,03-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,New development,2021,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/c58e6547/rotterdam/cornus-vastgoed-management-b-v/request-details,2022-08-10 21:32:22
https://www.pararius.com/apartment-for-rent/rotterdam/61a76688/burgemeester-hazenberglaan,Apartment Burgemeester Hazenberglaan,3078 HD (Groot IJsselmonde),1150,64,3,Furnished,"On the 7th floor of a well-kept residential complex with 2 elavators offers Interhouse Rotterdam you a very neat furnished 3-room apartment. The apartment is situated in the ‘Zomerland’ area, nearby shops, de Kuip and highways.  ",03-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1961,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/61a76688/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:32:24
https://www.pararius.com/apartment-for-rent/rotterdam/40a12f4c/nieuwe-binnenweg,Apartment Nieuwe Binnenweg,3021 GE (Middelland),1395,70,4,Upholstered,"Spacious, recently renovated  4-room apartment at the Nieuwe Binnenweg in the Delfshaven district for rent, with a brilliant view over the city from the roof terrace! The accommodation is rented in partly decorated condition and is situated on the second floor. The city centre is reachable in 5 minutes by bike and in 10 minutes by public transport. In short distance you can find the trendy Nieuwe Binnenweg with several popular bars, restaurants, the supermarket and shops.",03-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/40a12f4c/rotterdam/perfectrent-rotterdam/request-details,2022-08-10 21:32:26
https://www.pararius.com/apartment-for-rent/rotterdam/dc2f3daa/amelandseplein,Apartment Amelandseplein,3083 SB (Carnisse),1500,111,5,Interior is not available,Charming apartment for rent in Rotterdam with 4 bedrooms in the Carnisse district.,03-08-2022,03-10-2022,Specifics are not available,Good,333,Apartment,Existing building,1931-1944,Location type is not available,4,Number of bathrooms is not available,3,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/dc2f3daa/rotterdam/rebid/request-details,2022-08-10 21:32:27
https://www.pararius.com/apartment-for-rent/rotterdam/afa85e4c/kortekade,Apartment Kortekade,3062 GM (Kralingen Oost),1025,60,2,Upholstered,TOP HOUSE! We immediately / see date offer this cozy one-bedroom apartment with sunny balcony for rent in the popular Kralingen!,03-08-2022,01-09-2022,Specifics are not available,Good,145,Apartment,Existing building,1926,Location type is not available,1,Number of bathrooms is not available,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/afa85e4c/rotterdam/fransen-vastgoed/request-details,2022-08-10 21:32:28
https://www.pararius.com/apartment-for-rent/rotterdam/143fb569/van-vollenhovenstraat,Apartment Van Vollenhovenstraat,3016 BE (Nieuwe Werk),1500,50,2,Furnished,"Boutique living in a new and renovated loft, location situated at the populair Scheepvaartkwartier.  ",03-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2020,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/143fb569/rotterdam/riva-rentals/request-details,2022-08-10 21:32:30
https://www.pararius.com/apartment-for-rent/rotterdam/288ec9f0/aegidiusstraat,Apartment Aegidiusstraat,3061 XP (Kralingen West),1700,104,4,Furnished,Be aware,03-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/288ec9f0/rotterdam/riva-rentals/request-details,2022-08-10 21:32:31
https://www.pararius.com/apartment-for-rent/rotterdam/88ea6ad0/middelharnisstraat,Apartment Middelharnisstraat,3086 GH (Pendrecht),856,57,3,Shell,"Spacious 3-room apartment at the Middelharnisstraat in the Charlois district for rent. The accommodation is rented in shell condition and is situated on the fourth floor. The city centre is reachable in 20 minutes by bike and in 25 minutes by public transport. With Plein 1953 and Slinge shopping street within walking distance, almost all necessary stores are located nearby. As several supermarkets, pharmacies, but also delicious eateries and the Zuiderpark. ",03-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/88ea6ad0/rotterdam/perfectrent-rotterdam/request-details,2022-08-10 21:32:32
https://www.pararius.com/apartment-for-rent/rotterdam/e4645e86/bergselaan,Apartment Bergselaan,3037 CJ (Liskwartier),1850,138,4,Upholstered,Conveniently located upholstered apartment with balcony for rent in Rotterdam with 3 bedrooms in the Liskwartier district.,03-08-2022,consultation,Specifics are not available,Reasonable,428,Apartment,Existing building,1913,Location type is not available,3,1,3,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e4645e86/rotterdam/voorberg-nvm-makelaars/request-details,2022-08-10 21:32:33
https://www.pararius.com/apartment-for-rent/rotterdam/fcedc79c/ceintuurbaan,Apartment Ceintuurbaan,3051 AE (Hillegersberg Zuid),1695,85,4,Upholstered,"ROTTERDAM HILLEGERSBERG: Spacious double layered apartment with 3 bedrooms and a balcony. The apartment has been renovated, is also available for 3 house sharers and is available directly!",03-08-2022,Not available to book,Specifics are not available,Upkeep is not available,221,Apartment,Existing building,1927,Location type is not available,3,1,2,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/fcedc79c/rotterdam/rental-rotterdam/request-details,2022-08-10 21:32:34
https://www.pararius.com/apartment-for-rent/rotterdam/d7adc188/hulkstraat,Apartment Hulkstraat,3028 VN (Oud Mathenesse),995,53,3,Upholstered,Requirements for this property:,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d7adc188/rotterdam/at-home-vastgoed-beheer-bv/request-details,2022-08-10 21:32:36
https://www.pararius.com/apartment-for-rent/rotterdam/1ec402d1/zuidplein,Apartment Zuidplein,3083 CX (Zuidplein),1250,88,3,Upholstered,Requirements for this property:,02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1ec402d1/rotterdam/at-home-vastgoed-beheer-bv/request-details,2022-08-10 21:32:37
https://www.pararius.com/room-for-rent/rotterdam/8e350dc2/letlandsestraat,Room Letlandsestraat,3028 ED (Oud Mathenesse),650,21,1,Upholstered,"Upholstered room located in a quiet neighborhood in the Old West of Rotterdam. Within walking distance of the park the ""Vreelust"" and bus lines 38, 53 and 424. The center of Rotterdam can be reached within 15 minutes by public transport. Ground floor: Open porch with stairs to the apartment on the first floor.",02-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Room,Construction type is not available,Constructed year is not available,Location type is not available,Number of bedrooms is not available,Number of bathrooms is not available,Number of floors is not available,Details of balcony is not available,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/8e350dc2/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:32:39
https://www.pararius.com/apartment-for-rent/rotterdam/2f001f3f/schalkeroord,Apartment Schalkeroord,3079 WC (Groot IJsselmonde),1450,65,3,Furnished,"Nicely furnished three room apartment on the first floor. The apartment is located in the IJsselmonde district, a stone's throw from the Keizerswaard shopping center. Bus 76 also stops within walking distance and several roads such as the A16 and A15 are very close.   ",02-08-2022,30-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1965,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/2f001f3f/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:32:40
https://www.pararius.com/apartment-for-rent/rotterdam/ed5e56aa/handelsplein,Apartment Handelsplein 23,3071 PR (Kop van Zuid - Entrepot),1895,124,2,Furnished,This unique and attractively furnished loft house in the monumental area will be available for rent at the beginning of October. The apartment which is located at A location also has its own parking space in the underground garage.,02-08-2022,01-10-2022,Monumental building,Excellent,360,Apartment,Existing building,1897,Location type is not available,1,1,1,Present,Details of garden is not available,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/ed5e56aa/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-10 21:32:42
https://www.pararius.com/apartment-for-rent/rotterdam/1b85e5ec/bergselaan,Apartment Bergselaan,3037 CJ (Liskwartier),1950,111,4,Furnished,Beautiful and spacious 4 room apartment with spacious garden available located in the popular Liskwartier area!,02-08-2022,Not available to book,Specifics are not available,Good,300,Apartment,Existing building,1913,in a residential area,3,1,1,Details of balcony is not available,Present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/1b85e5ec/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:32:43
https://www.pararius.com/apartment-for-rent/rotterdam/8295fd36/minstreelstraat,Apartment Minstreelstraat,3051 PH (Hillegersberg Zuid),1250,57,2,Upholstered,Nice upholstered apartment with balcony for rent in Rotterdam with 1 bedroom in the Hillegersberg Zuid district.,02-08-2022,consultation,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1960,in a residential area,1,Number of bathrooms is not available,1,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8295fd36/rotterdam/rotsvast-rotterdam/request-details,2022-08-10 21:32:45
https://www.pararius.com/apartment-for-rent/rotterdam/8dceee90/beukelsdijk,Apartment Beukelsdijk 154 A,3022 DM (Nieuwe Westen),1995,150,3,Upholstered,"Te huur aan de bekende Beukelsdijk deze zeer ruime, schitterende, deels gemeubileerde en keurig ingerichte dubbele benedenwoning uit 1920. Voorzien van fraaie stadstuin waar het heerlijk zonnig toeven is. Deze 4-kamer woning voorziet in twee slaapkamers en ruim atelier/werkruimte. Uitermate geschikt voor een stel, klein gezin of expats. Niet geschikt voor studenten.",3 weeks,Not available to book,Specifics are not available,Good,430,Apartment,Existing building,1920,Location type is not available,2,1,2,Details of balcony is not available,Present (25 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8dceee90/rotterdam/viadaan-nijmegen/request-details,2022-08-10 21:32:46
https://www.pararius.com/apartment-for-rent/rotterdam/ab1beddc/noordschans,Apartment Noordschans,3026 VZ (Tussendijken),1395,90,3,Upholstered,Luxurious renovated upper house with 2 bedrooms and spacious living room with open kitchen.   ,02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1897,Location type is not available,2,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/ab1beddc/rotterdam/vdm-vastgoed-groep-rotterdam/request-details,2022-08-10 21:32:47
https://www.pararius.com/apartment-for-rent/rotterdam/aa5071e2/houtlaan,Apartment Houtlaan,3016 DA (Nieuwe Werk),2250,91,3,Upholstered,"Unfurnished, trendy 2 bedroom apartments located on the 48th floor with balcony in the Zalmhaventoren in Rotterdam!  ",02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2019,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/aa5071e2/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:32:49
https://www.pararius.com/apartment-for-rent/rotterdam/9c02fc19/meidoornsingel,Apartment Meidoornsingel 87 B,3053 BL (Schiebroek),1295,75,3,Interior is not available,OPEN HOUSE FRIDAY 5TH AUGUST 13:00 UNTIL 13:30 ,02-08-2022,consultation,Specifics are not available,Upkeep is not available,202,Apartment,Existing building,1956,On a quiet road,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Details of garage is not available,https://www.pararius.com/contact/9c02fc19/rotterdam/rent-a-stone/request-details,2022-08-10 21:32:50
https://www.pararius.com/apartment-for-rent/rotterdam/734af4bb/insulindestraat,Apartment Insulindestraat 229 B,3038 JP (Bergpolder),1275,55,2,Furnished,Nice furnished apartment with garden for rent in Rotterdam with 1 bedroom in the Bergpolder district.,02-08-2022,01-10-2022,Specifics are not available,Excellent,140,Apartment,Existing building,1937,in a residential area,1,1,1,Details of balcony is not available,Present (45 m²),Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/734af4bb/rotterdam/viadaan-nijmegen/request-details,2022-08-10 21:32:51
https://www.pararius.com/apartment-for-rent/rotterdam/d6dc07a2/klein-coolstraat,Apartment Klein-Coolstraat,3033 XS (Provenierswijk),1475,88,3,Upholstered,"Beautiful and spacious unfurnished (upholstered) 3-room apartment on the 1st and 2nd floor. The property is situated in the middle of the City Centre, a stone's throw from the Central Station. This location can easily be called PERFECT!  ",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1906,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d6dc07a2/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:32:52
https://www.pararius.com/apartment-for-rent/rotterdam/a381376b/vierambachtsstraat,Apartment Vierambachtsstraat,3022 AG (Nieuwe Westen),775,26,1,Upholstered,"Bright studio at the Vierambachtsstraat in the Delfshaven district for rent. The accommodation is rented in decorated condition and is situated on the first floor. The city centre is reachable in 7 minutes by bike and in 10 minutes by public transport. In short distance you can find several shops, restaurants, supermarket and the tram stop a few steps away.",02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a381376b/rotterdam/perfectrent-rotterdam/request-details,2022-08-10 21:32:53
https://www.pararius.com/apartment-for-rent/rotterdam/a16d47e3/bergselaan,Apartment Bergselaan,3038 CB (Bergpolder),1275,66,2,Furnished,"Nicely furnished 1 bedroom apartment. Centrally located, near various public transport options and shops. Layout",02-08-2022,30-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1933,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/a16d47e3/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:32:54
https://www.pararius.com/apartment-for-rent/rotterdam/d20bfc6c/schiedamse-vest,Apartment Schiedamse Vest,3011 BD (Stadsdriehoek),1495,75,3,Upholstered,"Beautiful, modern and well maintained 3-room apartment on the 2nd floor of a neat complex in the center. The location is nothing short of amazing! Witte de Withstraat, Leuvehaven, Coolsingel: everything can be found in the immediate vicinity!  ",02-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/d20bfc6c/rotterdam/interhouse-verhuurmakelaars-rotterdam/request-details,2022-08-10 21:32:55
https://www.pararius.com/apartment-for-rent/rotterdam/efe8dae3/muurbloemstraat,Apartment Muurbloemstraat,3053 EK (Schiebroek),1175,76,3,Upholstered,Beautiful upholstered apartment with balcony for rent in Rotterdam with 2 bedrooms in the Schiebroek district.,02-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,2001,Location type is not available,2,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/efe8dae3/rotterdam/fonzt/request-details,2022-08-10 21:32:56
https://www.pararius.com/apartment-for-rent/rotterdam/6715b388/noorderhavenkade,Apartment Noorderhavenkade 38 A,3038 XJ (Bergpolder),1595,75,2,Furnished,"As per October, this fully furnished apartment with spacious garden on the Noorderhavenkade in the popular Blijdorp is available for rent.",02-08-2022,01-10-2022,Specifics are not available,Excellent,189,Apartment,Existing building,1934,Location type is not available,1,1,2,Not present,Present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/6715b388/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-10 21:32:57
https://www.pararius.com/apartment-for-rent/rotterdam/847e22ab/gedempte-zalmhaven,Apartment Gedempte Zalmhaven,3016 DT (Nieuwe Werk),2595,86,3,Furnished,"AMAZING, LUXURIOUS 2-BEDROOM APARTMENT AVAILABLE LOCATED IN THE SPECTACULAR ZALMHAVEN TOWER WITH FANTASTIC VIEWS!",02-08-2022,Not available to book,Specifics are not available,Excellent,232,Apartment,Existing building,2022,On a quiet road,2,1,1,Present,Not present,Not present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/847e22ab/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:32:58
https://www.pararius.com/apartment-for-rent/rotterdam/4fb7cf62/suze-groeneweglaan,Apartment Suze Groeneweglaan,3021 DS (Middelland),1750,100,3,Furnished,Fantastic and fully furnished 2-bedroom apartment available located within walking distance of Central station.,02-08-2022,01-09-2022,Specifics are not available,Good,260,Apartment,Existing building,1994,Open area,2,Number of bathrooms is not available,1,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/4fb7cf62/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:32:59
https://www.pararius.com/apartment-for-rent/rotterdam/77a49993/bakkerstraat,Apartment Bakkerstraat 43 B,3082 HB (Oud Charlois),1175,94,4,Upholstered,"This spacious 4-room apartment is situated at the first and second floor. Within a few minitues you will be at the centre of the city Rotterdam. Also all the facilities are within reach, as schools, shops etc. Make an appointment to view the apartment as soon as possible and be suprised!",02-08-2022,Not available to book,Specifics are not available,Good,280,Apartment,Existing building,1915,Location type is not available,3,1,2,Present,Not present,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/77a49993/rotterdam/immobilia-real-estate-2/request-details,2022-08-10 21:33:01
https://www.pararius.com/apartment-for-rent/rotterdam/17186185/laan-op-zuid,Apartment Laan op Zuid 636,3071 AB (Kop van Zuid - Entrepot),1350,98,3,Upholstered or furnished,"*Unfortunately, this house cannot be shared and is not suitable for students. Applications by students and/or home sharers will not be processed.",02-08-2022,12-08-2022,Specifics are not available,Good,315,Apartment,Existing building,2000,in a residential area,2,1,1,Not present,Not present,Present,Inpandig,Yes,https://www.pararius.com/contact/17186185/rotterdam/stad-en-land-makelaars/request-details,2022-08-10 21:33:02
https://www.pararius.com/apartment-for-rent/rotterdam/e66fa156/wijnbrugstraat,Apartment Wijnbrugstraat 106,3011 XW (Stadsdriehoek),1995,100,3,Upholstered or furnished,This stylish and spacious Loft apartment on the 9th floor has a great view over the city and is located on the tip of the Wijnhaveneiland in the middle and in the bustling heart of Rotterdam in the unique residential building The Red Apple.,02-08-2022,01-10-2022,Specifics are not available,Excellent,270,Apartment,Existing building,2009,Location type is not available,2,1,1,Not present,Details of garden is not available,Details of storage is not available,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/e66fa156/rotterdam/tweelwonen-nl-rotterdam/request-details,2022-08-10 21:33:03
https://www.pararius.com/apartment-for-rent/rotterdam/8f9daad1/mathenesserweg,Apartment Mathenesserweg,3026 HJ (Spangen),2500,125,6,Upholstered,Please note sharing possible but majority must be working full time!   ,01-08-2022,Not available to book,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,New development,2022,Location type is not available,5,1,Number of floors is not available,Not present,Present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/8f9daad1/rotterdam/yp-housing/request-details,2022-08-10 21:33:04
https://www.pararius.com/apartment-for-rent/rotterdam/b345fa9a/goudsewagenstraat,Apartment Goudsewagenstraat,3011 RH (Stadsdriehoek),1750,82,3,Furnished,Recently renovated and furnished 2-bedroom apartment located in the middle of the bustling center of Rotterdam.,01-08-2022,01-09-2022,Specifics are not available,Good,230,Apartment,Existing building,1954,In the city centre,2,1,2,Present,Not present,Present,Details of description of the storage is not available,Yes,https://www.pararius.com/contact/b345fa9a/rotterdam/verra-real-estate-rotterdam-den-haag/request-details,2022-08-10 21:33:05
https://www.pararius.com/apartment-for-rent/rotterdam/f2633ac6/westplein,Apartment Westplein,3016 BM (Nieuwe Werk),1695,80,3,Furnished,"Located in the center of Rotterdam, this fully furnished 3 room apartment on the third floor of the iconic Atlantic House.",01-08-2022,01-10-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1929,Location type is not available,2,Number of bathrooms is not available,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/f2633ac6/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:33:06
https://www.pararius.com/apartment-for-rent/rotterdam/85f5b8ff/stadhoudersplein,Apartment Stadhoudersplein,3038 EA (Bergpolder),1235,48,2,Furnished,"Furnished 1 bedroom apartment in a central location with unobstructed views over greenery and a balcony. The house is located on the seventh floor. The building has a closed bicycle parking area. Bus 49 and tram 25 (Schieweg) are within walking distance, various shops can be found around the corner, as well as the Vroesenpark. Motorways A13 and A20 can be reached within a few minutes by car.   ",01-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,1957,Location type is not available,1,Number of bathrooms is not available,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/85f5b8ff/rotterdam/rotterdam-apartments/request-details,2022-08-10 21:33:08
https://www.pararius.com/apartment-for-rent/rotterdam/53775c26/hollandsestraat,Apartment Hollandsestraat,3074 TH (Hillesluis),920,47,3,Shell,Nice apartment for rent in Rotterdam with 2 bedrooms in the Hillesluis district.,01-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Not present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/53775c26/rotterdam/nell-vastgoed/request-details,2022-08-10 21:33:09
https://www.pararius.com/apartment-for-rent/rotterdam/d7a33f9a/meent,Apartment Meent,3011 JA (Stadsdriehoek),1200,60,3,Furnished,"Greatly located 3-room apartment, prefectly located on the Meent! An address that has become known far beyond Rotterdam is café Dudok. This is a busy meeting place at any time of the day where you can enjoy a snack and a drink both indoors and outdoors. Further facilities such as public transport, supermarket and shops are within walking distance.",01-08-2022,05-09-2022,Specifics are not available,Good,150,Apartment,Existing building,1952,Location type is not available,2,1,1,Details of balcony is not available,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d7a33f9a/rotterdam/benhousing/request-details,2022-08-10 21:33:11
https://www.pararius.com/apartment-for-rent/rotterdam/d6e12b1c/kortekade,Apartment Kortekade 93 A01,3062 GP (Kralingen Oost),1250,81,3,Shell,Lovely apartment with balcony for rent in Rotterdam with 2 bedrooms in the Kralingen Oost district.,01-08-2022,01-09-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,2,1,Number of floors is not available,Present,Not present,Not present,Details of description of the storage is not available,No,https://www.pararius.com/contact/d6e12b1c/rotterdam/cornus-vastgoed-management-b-v/request-details,2022-08-10 21:33:12
https://www.pararius.com/apartment-for-rent/rotterdam/06b65bac/glashaven,Apartment Glashaven,3011 XH (Stadsdriehoek),741,32,1,Upholstered,Want to study in peace and quiet and go out in the vibrant city? With this long stay studio in the brand new student complex Vitro you are on a top spot in the heart of Rotterdam. The former office building has been completely renovated into 87 surprising studios for students. ,01-08-2022,21-11-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/06b65bac/rotterdam/perfectrent-rotterdam/request-details,2022-08-10 21:33:13
https://www.pararius.com/apartment-for-rent/rotterdam/c699c86e/glashaven,Apartment Glashaven,3011 XH (Stadsdriehoek),937,40,1,Upholstered,Want to study in peace and quiet and go out in the vibrant city? With this long stay studio in the brand new student complex Vitro you are on a top spot in the heart of Rotterdam. The former office building has been completely renovated into 87 surprising studios for students. ,01-08-2022,21-11-2022,Specifics are not available,Upkeep is not available,Volume is not available,Apartment,Existing building,Constructed year is not available,Location type is not available,1,1,Number of floors is not available,Not present,Not present,Details of storage is not available,Details of description of the storage is not available,No,https://www.pararius.com/contact/c699c86e/rotterdam/perfectrent-rotterdam/request-details,2022-08-10 21:33:14
